步骤,损失,准确率,步骤准确率
408,7.525249,69.76190209388733,0.697619
409,7.9930415,67.85714030265808,0.6785714
410,7.759781,67.85714030265808,0.6785714
411,7.6451344,69.52381134033203,0.6952381
412,7.409109,68.92856955528259,0.6892857
413,8.016204,68.57143044471741,0.6857143
414,7.3423796,70.11904716491699,0.7011905
415,7.8856697,66.42857193946838,0.6642857
416,6.962321,69.40476298332214,0.69404763
417,8.058544,67.5000011920929,0.675
418,7.1820383,70.59524059295654,0.7059524
419,6.758074,72.3809540271759,0.72380954
420,6.735113,72.3809540271759,0.72380954
421,7.627492,69.16666626930237,0.69166666
422,7.6477103,69.28571462631226,0.69285715
423,7.5886145,69.9999988079071,0.7
424,7.308467,69.64285969734192,0.6964286
425,6.6822414,69.9999988079071,0.7
426,6.8033037,71.66666388511658,0.71666664
427,7.7907505,67.73809790611267,0.677381
428,6.9179688,70.11904716491699,0.7011905
429,8.087758,66.66666865348816,0.6666667
430,7.272046,70.23809552192688,0.70238096
431,7.134713,69.16666626930237,0.69166666
432,6.817262,72.73809313774109,0.72738093
433,7.7740583,66.90475940704346,0.6690476
434,7.0344167,68.8095211982727,0.6880952
435,7.0986567,70.95237970352173,0.7095238
436,6.3157883,73.57142567634583,0.73571426
437,7.4552526,68.33333373069763,0.68333334
438,7.240167,69.64285969734192,0.6964286
439,6.960142,70.23809552192688,0.70238096
440,7.785408,67.85714030265808,0.6785714
441,7.088359,71.07142806053162,0.7107143
442,7.1480284,71.66666388511658,0.71666664
443,7.0667386,71.42857313156128,0.71428573
444,7.2003284,70.47619223594666,0.7047619
445,7.5249195,67.38095283508301,0.6738095
446,6.6271772,72.26190567016602,0.72261906
447,7.1857085,71.90476059913635,0.7190476
448,7.922724,68.57143044471741,0.6857143
449,6.5062838,73.33333492279053,0.73333335
450,6.525111,73.09523820877075,0.7309524
451,6.2227373,74.76190328598022,0.74761903
452,7.0355587,71.07142806053162,0.7107143
453,6.866853,70.47619223594666,0.7047619
454,6.5856724,72.26190567016602,0.72261906
455,7.048604,71.54762148857117,0.7154762
456,6.5307403,72.73809313774109,0.72738093
457,7.085477,72.02380895614624,0.7202381
458,6.972948,71.30952477455139,0.71309525
459,5.553151,77.14285850524902,0.7714286
460,6.407346,74.04761910438538,0.7404762
461,6.460751,71.1904764175415,0.71190476
462,7.210767,71.42857313156128,0.71428573
463,6.4526033,72.85714149475098,0.7285714
464,6.8205967,74.52380657196045,0.74523807
465,5.806745,74.88095164299011,0.7488095
466,6.8430033,68.57143044471741,0.6857143
467,5.679675,76.42857432365417,0.76428574
468,6.4681597,73.33333492279053,0.73333335
469,5.985953,74.76190328598022,0.74761903
470,8.36039,65.71428775787354,0.6571429
471,6.504511,73.92857074737549,0.7392857
472,6.7348266,72.3809540271759,0.72380954
473,5.747421,77.3809552192688,0.77380955
474,6.1835012,75.11904835700989,0.7511905
475,6.5132356,75.83333253860474,0.7583333
476,6.1271935,75.47619342803955,0.75476193
477,6.270643,75.11904835700989,0.7511905
478,6.3999586,73.09523820877075,0.7309524
479,6.1950307,74.28571581840515,0.74285716
480,7.6462145,69.64285969734192,0.6964286
481,5.7634907,76.30952596664429,0.76309526
482,5.7769494,75.11904835700989,0.7511905
483,6.231957,73.57142567634583,0.73571426
484,6.4117975,72.6190447807312,0.72619045
485,6.4023895,72.3809540271759,0.72380954
486,5.982083,73.57142567634583,0.73571426
487,6.164876,75.23809671401978,0.75238097
488,5.7122593,76.30952596664429,0.76309526
489,5.6511436,76.07142925262451,0.7607143
490,6.3648243,74.64285492897034,0.74642855
491,6.2781687,73.8095223903656,0.7380952
492,7.2366447,74.52380657196045,0.74523807
493,6.3946056,74.16666746139526,0.7416667
494,5.856542,74.88095164299011,0.7488095
495,6.5608253,74.64285492897034,0.74642855
496,6.4409275,74.40476417541504,0.74404764
497,5.9438076,74.52380657196045,0.74523807
498,5.5636024,75.35714507102966,0.75357145
499,5.6811867,77.02381014823914,0.7702381
500,6.6894827,74.76190328598022,0.74761903
501,5.3231063,78.57142686843872,0.78571427
502,6.029224,74.76190328598022,0.74761903
503,5.616339,75.95238089561462,0.7595238
504,5.2900834,78.57142686843872,0.78571427
505,5.277425,76.78571343421936,0.76785713
506,6.3455935,73.57142567634583,0.73571426
507,5.7610316,77.3809552192688,0.77380955
508,6.731266,72.6190447807312,0.72619045
509,5.421334,77.85714268684387,0.7785714
510,5.5305686,75.11904835700989,0.7511905
511,6.0181484,75.59523582458496,0.75595236
512,5.64859,77.49999761581421,0.775
513,7.2475157,73.21428656578064,0.73214287
514,5.635852,77.14285850524902,0.7714286
515,6.096449,75.59523582458496,0.75595236
516,6.5905094,73.33333492279053,0.73333335
517,6.233906,74.76190328598022,0.74761903
518,5.4050245,77.26190686225891,0.77261907
519,5.7733936,76.1904776096344,0.7619048
520,5.1880517,78.57142686843872,0.78571427
521,5.4441166,77.3809552192688,0.77380955
522,5.365654,77.14285850524902,0.7714286
523,6.3596077,74.64285492897034,0.74642855
524,6.2139673,74.40476417541504,0.74404764
525,5.9949584,77.26190686225891,0.77261907
526,5.228114,76.90476179122925,0.7690476
527,6.05618,76.42857432365417,0.76428574
528,5.986665,76.1904776096344,0.7619048
529,5.385586,79.64285612106323,0.79642856
530,5.6345997,78.33333611488342,0.78333336
531,6.094635,76.07142925262451,0.7607143
532,4.846389,80.0000011920929,0.8
533,5.796837,75.35714507102966,0.75357145
534,5.4569016,77.85714268684387,0.7785714
535,5.2466803,79.04762029647827,0.7904762
536,5.5887275,76.54761672019958,0.76547617
537,6.017165,76.30952596664429,0.76309526
538,5.5041313,77.49999761581421,0.775
539,5.3680887,78.21428775787354,0.7821429
540,5.975027,73.57142567634583,0.73571426
541,6.229891,76.30952596664429,0.76309526
542,5.565994,76.90476179122925,0.7690476
543,5.6414557,78.21428775787354,0.7821429
544,5.1408625,77.14285850524902,0.7714286
545,6.663766,73.21428656578064,0.73214287
546,4.9652915,79.76190447807312,0.79761904
547,5.7692127,78.33333611488342,0.78333336
548,4.7052307,80.23809790611267,0.802381
549,5.474143,75.59523582458496,0.75595236
550,5.763769,78.09523940086365,0.7809524
551,6.0311537,75.83333253860474,0.7583333
552,5.0339804,77.3809552192688,0.77380955
553,5.2592354,77.26190686225891,0.77261907
554,5.398431,77.6190459728241,0.77619046
555,5.681054,75.83333253860474,0.7583333
556,5.7684193,77.73809432983398,0.77738094
557,5.1566496,77.97619104385376,0.7797619
558,4.9451337,80.0000011920929,0.8
559,5.508813,76.07142925262451,0.7607143
560,6.237044,75.47619342803955,0.75476193
561,5.1430473,78.09523940086365,0.7809524
562,5.528183,76.1904776096344,0.7619048
563,5.4577665,77.3809552192688,0.77380955
564,5.5961275,79.16666865348816,0.7916667
565,5.251208,77.85714268684387,0.7785714
566,5.6622663,76.30952596664429,0.76309526
567,5.4307137,77.73809432983398,0.77738094
568,4.6371784,82.26190209388733,0.822619
569,5.517905,77.97619104385376,0.7797619
570,5.0624127,79.16666865348816,0.7916667
571,5.3502703,77.6190459728241,0.77619046
572,5.2253737,79.76190447807312,0.79761904
573,5.1544743,79.52380776405334,0.7952381
574,4.5542374,82.73809552192688,0.82738096
575,4.862007,79.16666865348816,0.7916667
576,5.447257,76.42857432365417,0.76428574
577,4.909199,79.40475940704346,0.7940476
578,5.330497,77.85714268684387,0.7785714
579,4.5352116,80.71428537368774,0.80714285
580,5.2292104,78.8095235824585,0.78809524
581,5.3500214,79.40475940704346,0.7940476
582,5.1486216,78.45237851142883,0.7845238
583,4.88017,79.40475940704346,0.7940476
584,5.4700184,76.30952596664429,0.76309526
585,5.1610365,80.11904954910278,0.8011905
586,4.600069,79.64285612106323,0.79642856
587,5.013077,80.59523701667786,0.80595237
588,4.824215,81.3095211982727,0.8130952
589,5.3119035,77.26190686225891,0.77261907
590,5.7197647,76.66666507720947,0.76666665
591,4.7824802,81.07143044471741,0.8107143
592,5.836531,76.54761672019958,0.76547617
593,4.593751,81.54761791229248,0.8154762
594,4.5555944,81.66666626930237,0.81666666
595,4.262758,82.14285969734192,0.8214286
596,5.2925334,78.33333611488342,0.78333336
597,4.655246,81.3095211982727,0.8130952
598,5.472821,78.21428775787354,0.7821429
599,3.880279,85.00000238418579,0.85
600,5.102316,79.64285612106323,0.79642856
601,5.134623,79.52380776405334,0.7952381
602,4.9012494,80.35714030265808,0.8035714
603,4.6955814,81.1904788017273,0.8119048
604,4.7383885,80.35714030265808,0.8035714
605,5.29342,78.69047522544861,0.78690475
606,4.452799,81.3095211982727,0.8130952
607,4.269721,82.4999988079071,0.825
608,4.1854253,82.38095045089722,0.8238095
609,5.1636553,79.04762029647827,0.7904762
610,4.720127,80.23809790611267,0.802381
611,5.0911756,79.64285612106323,0.79642856
612,3.9030035,83.92857313156128,0.83928573
613,5.0377493,78.45237851142883,0.7845238
614,4.272324,81.90476298332214,0.81904763
615,5.08111,78.45237851142883,0.7845238
616,4.614421,81.42856955528259,0.8142857
617,4.8356524,80.95238208770752,0.8095238
618,4.3895707,80.83333373069763,0.80833334
619,4.1527157,83.80952477455139,0.83809525
620,4.223489,83.6904764175415,0.83690476
621,4.061762,82.97619223594666,0.8297619
622,4.2652464,82.02381134033203,0.8202381
623,4.8995147,80.23809790611267,0.802381
624,4.9925523,78.92857193946838,0.7892857
625,3.8908834,83.45237970352173,0.8345238
626,4.754118,80.83333373069763,0.80833334
627,4.8925796,78.8095235824585,0.78809524
628,4.2398944,83.6904764175415,0.83690476
629,4.560897,82.38095045089722,0.8238095
630,4.7299886,80.11904954910278,0.8011905
631,4.3384686,82.4999988079071,0.825
632,3.6599338,84.28571224212646,0.8428571
633,4.472228,82.38095045089722,0.8238095
634,4.734144,81.07143044471741,0.8107143
635,5.2360673,79.52380776405334,0.7952381
636,4.2312098,81.42856955528259,0.8142857
637,5.4727573,80.11904954910278,0.8011905
638,4.419982,81.78571462631226,0.81785715
639,4.239933,82.61904716491699,0.8261905
640,4.132372,84.04762148857117,0.8404762
641,4.1997337,82.61904716491699,0.8261905
642,5.2033176,79.16666865348816,0.7916667
643,4.6941004,80.95238208770752,0.8095238
644,3.9638734,82.85714387893677,0.82857144
645,4.606104,80.95238208770752,0.8095238
646,4.6911016,80.11904954910278,0.8011905
647,4.118592,82.97619223594666,0.8297619
648,4.6969576,81.07143044471741,0.8107143
649,4.3946605,81.90476298332214,0.81904763
650,5.1120205,80.95238208770752,0.8095238
651,4.2766004,81.90476298332214,0.81904763
652,4.9316754,80.83333373069763,0.80833334
653,4.297529,83.21428298950195,0.83214283
654,4.0838084,82.97619223594666,0.8297619
655,4.5157857,80.95238208770752,0.8095238
656,4.4339986,81.07143044471741,0.8107143
657,4.8916826,80.47618865966797,0.8047619
